formula_id,formula_key,category,formula_type,db_expression,excel_book,excel_sheet,excel_cell,excel_formula,excel_value,verdict,note,diff_category,diff_note
786,V_4_1_1_20_ziel,verbrauch,ziel,Verbrauch_4_1_1_4_1_ziel * Verbrauch_4_1_1_19_ziel / Verbrauch_4_1_1_17_ziel,,,,,,NO_EXCEL_CELL_DOCUMENTED,CHAINED_OOS — verbrauch/gebäudewärme CSVs have no mapping. Likely a placeholder for a missing or archived code.,,
1085,V_4.1.1.2_ziel,verbrauch,ziel,Verbrauch_4_1_0_ziel * Verbrauch_4_1_1_ziel / 100 * Verbrauch_4_1_1_1_ziel / 100,_S.xlsx,4. Verbrauch,M127,=M124*M125%*M126%,=M124*M125%*M126%,DIFFERENT,DB='verbrauch_4_1_0_ziel*verbrauch_4_1_1_ziel/100*verbrauch_4_1_1_1_ziel/100' vs Excel='m124*m125%*m126%',REAL_DIFF,DB_ops=*/*/ XL_ops=**; investigate
180,V_4.1.1.3,verbrauch,status,Verbrauch_4_1_1_6 * Verbrauch_4_1_1_7 / 100  + Verbrauch_4_1_1_11 * Verbrauch_4_1_1_12 / 100,_S.xlsx,4. Verbrauch,L128,=L132*L133%+L138*L139%,=L132*L133%+L138*L139%,DIFFERENT,DB='verbrauch_4_1_1_6*verbrauch_4_1_1_7/100+verbrauch_4_1_1_11*verbrauch_4_1_1_12/10' vs Excel='l132*l133%+l138*l139%',REAL_DIFF,DB_ops=*/+*/ XL_ops=*+*; investigate
1086,V_4.1.1.3_ziel,verbrauch,ziel,Verbrauch_4_1_1_6_ziel * Verbrauch_4_1_1_7_ziel/100 + Verbrauch_4_1_1_11_ziel * Verbrauch_4_1_1_12_ziel/100 + Verbrauch_4_1_1_16_ziel * Verbrauch_4_1_1_17_ziel/100,_S.xlsx,4. Verbrauch,M128,=M132*M133%+M138*M139%+M144*M145%,=M132*M133%+M138*M139%+M144*M145%,DIFFERENT,DB='verbrauch_4_1_1_6_ziel*verbrauch_4_1_1_7_ziel/100+verbrauch_4_1_1_11_ziel*verbra' vs Excel='m132*m133%+m138*m139%+m144*m145%',REAL_DIFF,DB_ops=*/+*/+*/ XL_ops=*+*+*; investigate
181,V_4.1.1.4.0,verbrauch,status,Verbrauch_4_1_1_2 * Verbrauch_4_1_1_3 / 100,_S.xlsx,4. Verbrauch,L129,=L127*L128%,=L127*L128%,DIFFERENT,DB='verbrauch_4_1_1_2*verbrauch_4_1_1_3/100' vs Excel='l127*l128%',REAL_DIFF,DB_ops=*/ XL_ops=*; investigate
1087,V_4.1.1.4.0_ziel,verbrauch,ziel,Verbrauch_4_1_1_2_status * 0,_S.xlsx,4. Verbrauch,M129,,,NO_EXCEL_FORMULA,Excel cell has no formula AND no cached value,,
182,V_4.1.1.4.1,verbrauch,status,Verbrauch_4_1_1_4_0*0,_S.xlsx,4. Verbrauch,L129,=L127*L128%,=L127*L128%,EQUIVALENT,"Same structural shape '*'; different variable names (DB uses Python-style tokens, Excel uses cell refs)",,
1088,V_4.1.1.4.1_ziel,verbrauch,ziel,Verbrauch_4_1_1_4_0_status * Verbrauch_4_1_1_2_ziel / Verbrauch_4_1_1_2_status,_S.xlsx,4. Verbrauch,M129,,,NO_EXCEL_FORMULA,Excel cell has no formula AND no cached value,,
789,V_4_1_1_4_1_ziel,verbrauch,ziel,Verbrauch_4_1_1_4_0_status * Verbrauch_4_1_1_2_ziel / Verbrauch_4_1_1_2_status,,,,,,NO_EXCEL_CELL_DOCUMENTED,CHAINED_OOS — verbrauch/gebäudewärme CSVs have no mapping. Likely a placeholder for a missing or archived code.,,
183,V_4.1.1.8,verbrauch,status,Verbrauch_4_1_1_6 * Verbrauch_4_1_1_7 / 100,_S.xlsx,4. Verbrauch,L134,=L132*L133%,=L132*L133%,DIFFERENT,DB='verbrauch_4_1_1_6*verbrauch_4_1_1_7/100' vs Excel='l132*l133%',REAL_DIFF,DB_ops=*/ XL_ops=*; investigate
1089,V_4.1.1.8_ziel,verbrauch,ziel,Verbrauch_4_1_1_6_ziel * Verbrauch_4_1_1_7_ziel / 100,_S.xlsx,4. Verbrauch,M134,=M132*M133%,=M132*M133%,DIFFERENT,DB='verbrauch_4_1_1_6_ziel*verbrauch_4_1_1_7_ziel/100' vs Excel='m132*m133%',REAL_DIFF,DB_ops=*/ XL_ops=*; investigate
790,V_4_1_1_8_ziel,verbrauch,ziel,Verbrauch_4_1_1_6_ziel * Verbrauch_4_1_1_7_ziel / 100,,,,,,NO_EXCEL_CELL_DOCUMENTED,CHAINED_OOS — verbrauch/gebäudewärme CSVs have no mapping. Likely a placeholder for a missing or archived code.,,
184,V_4.1.1.9,verbrauch,status,Verbrauch_4_1_1_8 / Verbrauch_4_1_1_3 *100,_S.xlsx,4. Verbrauch,L135,=L134/L128%,=L134/L128%,DIFFERENT,DB='verbrauch_4_1_1_8/verbrauch_4_1_1_3*100' vs Excel='l134/l128%',REAL_DIFF,DB_ops=/* XL_ops=/; investigate
1090,V_4.1.1.9_ziel,verbrauch,ziel,Verbrauch_4_1_1_8_ziel / Verbrauch_4_1_1_3_ziel *100,_S.xlsx,4. Verbrauch,M135,=M134/M128%,=M134/M128%,DIFFERENT,DB='verbrauch_4_1_1_8_ziel/verbrauch_4_1_1_3_ziel*100' vs Excel='m134/m128%',REAL_DIFF,DB_ops=/* XL_ops=/; investigate
194,V_4.1.2,verbrauch,status,100 - Verbrauch_4_1_1,_S.xlsx,4. Verbrauch,L150,=100-L125,=100-L125,EQUIVALENT,"Same structural shape '-'; different variable names (DB uses Python-style tokens, Excel uses cell refs)",,
200,V_4.1.2.10,verbrauch,status,Verbrauch_4_1_2_4_0 * Verbrauch_4_1_2_9 / Verbrauch_4_1_2_7,_S.xlsx,4. Verbrauch,L161,=L154*L160/L158,=L154*L160/L158,EQUIVALENT,"Same structural shape '*/'; different variable names (DB uses Python-style tokens, Excel uses cell refs)",,
1091,V_4.1.2.10_ziel,verbrauch,ziel,Verbrauch_4_1_2_4_1_ziel * Verbrauch_4_1_2_9_ziel / Verbrauch_4_1_2_7_ziel,_S.xlsx,4. Verbrauch,M161,=M155*M160/M158,=M155*M160/M158,EQUIVALENT,"Same structural shape '*/'; different variable names (DB uses Python-style tokens, Excel uses cell refs)",,
793,V_4_1_2_10_ziel,verbrauch,ziel,Verbrauch_4_1_2_4_1_ziel * Verbrauch_4_1_2_9_ziel / Verbrauch_4_1_2_7_ziel,,,,,,NO_EXCEL_CELL_DOCUMENTED,CHAINED_OOS — verbrauch/gebäudewärme CSVs have no mapping. Likely a placeholder for a missing or archived code.,,
201,V_4.1.2.11,verbrauch,status,100 - Verbrauch_4_1_2_6_status,_S.xlsx,4. Verbrauch,L163,=100-L157,=100-L157,EQUIVALENT,"Same structural shape '-'; different variable names (DB uses Python-style tokens, Excel uses cell refs)",,
1092,V_4.1.2.11_ziel,verbrauch,ziel,"IF(Verbrauch_4_1_2_15_1_ziel == ""Aktiv""; 0; 100 - Verbrauch_4_1_2_6_ziel)",_S.xlsx,4. Verbrauch,M163,"=IF(M168=""Aktiv"",0,100-M157)","=IF(M168=""Aktiv"",0,100-M157)",EQUIVALENT,"Same structural shape '(-)'; different variable names (DB uses Python-style tokens, Excel uses cell refs)",,
202,V_4.1.2.13,verbrauch,status,Verbrauch_4_1_2_11 * Verbrauch_4_1_2_12 / 100,_S.xlsx,4. Verbrauch,L165,=L163*L164%,=L163*L164%,DIFFERENT,DB='verbrauch_4_1_2_11*verbrauch_4_1_2_12/100' vs Excel='l163*l164%',REAL_DIFF,DB_ops=*/ XL_ops=*; investigate
1093,V_4.1.2.13_ziel,verbrauch,ziel,Verbrauch_4_1_2_11_ziel * Verbrauch_4_1_2_12_ziel / 100,_S.xlsx,4. Verbrauch,M165,=M163*M164%,=M163*M164%,DIFFERENT,DB='verbrauch_4_1_2_11_ziel*verbrauch_4_1_2_12_ziel/100' vs Excel='m163*m164%',REAL_DIFF,DB_ops=*/ XL_ops=*; investigate
795,V_4_1_2_13_ziel,verbrauch,ziel,Verbrauch_4_1_2_11_ziel * Verbrauch_4_1_2_12_ziel / 100,,,,,,NO_EXCEL_CELL_DOCUMENTED,CHAINED_OOS — verbrauch/gebäudewärme CSVs have no mapping. Likely a placeholder for a missing or archived code.,,
203,V_4.1.2.14,verbrauch,status,100 - Verbrauch_4_1_2_9,_S.xlsx,4. Verbrauch,L166,=100-L160,=100-L160,EQUIVALENT,"Same structural shape '-'; different variable names (DB uses Python-style tokens, Excel uses cell refs)",,
1094,V_4.1.2.14_ziel,verbrauch,ziel,"IF(Verbrauch_4_1_2_15_1_ziel == ""Aktiv""; 0; 100 - Verbrauch_4_1_2_9_ziel)",_S.xlsx,4. Verbrauch,M166,"=IF(M168=""Aktiv"",0,100-M160)","=IF(M168=""Aktiv"",0,100-M160)",EQUIVALENT,"Same structural shape '(-)'; different variable names (DB uses Python-style tokens, Excel uses cell refs)",,
796,V_4_1_2_14_ziel,verbrauch,ziel,"IF(Verbrauch_4_1_2_15_1_ziel == ""Aktiv""; 0; 100 - Verbrauch_4_1_2_9_ziel)",,,,,,NO_EXCEL_CELL_DOCUMENTED,CHAINED_OOS — verbrauch/gebäudewärme CSVs have no mapping. Likely a placeholder for a missing or archived code.,,
204,V_4.1.2.15,verbrauch,status,Verbrauch_4_1_2_4_0 * Verbrauch_4_1_2_14 / Verbrauch_4_1_2_12,_S.xlsx,4. Verbrauch,L167,=L154*L166/L164,=L154*L166/L164,EQUIVALENT,"Same structural shape '*/'; different variable names (DB uses Python-style tokens, Excel uses cell refs)",,
1095,V_4.1.2.15_ziel,verbrauch,ziel,Verbrauch_4_1_2_4_1_ziel * Verbrauch_4_1_2_14_ziel / Verbrauch_4_1_2_12_ziel,_S.xlsx,4. Verbrauch,M167,=M155*M166/M164,=M155*M166/M164,EQUIVALENT,"Same structural shape '*/'; different variable names (DB uses Python-style tokens, Excel uses cell refs)",,
797,V_4_1_2_15_ziel,verbrauch,ziel,Verbrauch_4_1_2_4_1_ziel * Verbrauch_4_1_2_14_ziel / Verbrauch_4_1_2_12_ziel,,,,,,NO_EXCEL_CELL_DOCUMENTED,CHAINED_OOS — verbrauch/gebäudewärme CSVs have no mapping. Likely a placeholder for a missing or archived code.,,
205,V_4.1.2.16,verbrauch,status,0,_S.xlsx,4. Verbrauch,L169,,,DB_ZERO_CONST,DB expression is literal 0 — typically an input-row placeholder,,
1096,V_4.1.2.16_ziel,verbrauch,ziel,"IF(Verbrauch_4_1_2_15_1_ziel == ""Aktiv""; 100 - Verbrauch_4_1_2_6_ziel; 0)",_S.xlsx,4. Verbrauch,M169,"=IF(M168=""Aktiv"",100-M157,0)","=IF(M168=""Aktiv"",100-M157,0)",EQUIVALENT,"Same structural shape '(-)'; different variable names (DB uses Python-style tokens, Excel uses cell refs)",,
798,V_4_1_2_16_ziel,verbrauch,ziel,"IF(Verbrauch_4_1_2_15_1_ziel == ""Aktiv""; 100 - Verbrauch_4_1_2_6_ziel; 0)",,,,,,NO_EXCEL_CELL_DOCUMENTED,CHAINED_OOS — verbrauch/gebäudewärme CSVs have no mapping. Likely a placeholder for a missing or archived code.,,
206,V_4.1.2.18,verbrauch,status,Verbrauch_4_1_2_16 * Verbrauch_4_1_2_17 / 100,_S.xlsx,4. Verbrauch,L171,,,NO_EXCEL_FORMULA,Excel cell has no formula AND no cached value,,
1097,V_4.1.2.18_ziel,verbrauch,ziel,Verbrauch_4_1_2_16_ziel * Verbrauch_4_1_2_17_ziel / 100,_S.xlsx,4. Verbrauch,M171,=M169*M170%,=M169*M170%,DIFFERENT,DB='verbrauch_4_1_2_16_ziel*verbrauch_4_1_2_17_ziel/100' vs Excel='m169*m170%',REAL_DIFF,DB_ops=*/ XL_ops=*; investigate
799,V_4_1_2_18_ziel,verbrauch,ziel,Verbrauch_4_1_2_16_ziel * Verbrauch_4_1_2_17_ziel / 100,,,,,,NO_EXCEL_CELL_DOCUMENTED,CHAINED_OOS — verbrauch/gebäudewärme CSVs have no mapping. Likely a placeholder for a missing or archived code.,,
207,V_4.1.2.19,verbrauch,status,0,_S.xlsx,4. Verbrauch,L172,,,DB_ZERO_CONST,DB expression is literal 0 — typically an input-row placeholder,,
1098,V_4.1.2.19_ziel,verbrauch,ziel,"IF(Verbrauch_4_1_2_15_1_ziel == ""Aktiv""; 100 - Verbrauch_4_1_2_9_ziel; 0)",_S.xlsx,4. Verbrauch,M172,"=IF(M168=""Aktiv"",100-M160,0)","=IF(M168=""Aktiv"",100-M160,0)",EQUIVALENT,"Same structural shape '(-)'; different variable names (DB uses Python-style tokens, Excel uses cell refs)",,
800,V_4_1_2_19_ziel,verbrauch,ziel,"IF(Verbrauch_4_1_2_15_1_ziel == ""Aktiv""; 100 - Verbrauch_4_1_2_9_ziel; 0)",,,,,,NO_EXCEL_CELL_DOCUMENTED,CHAINED_OOS — verbrauch/gebäudewärme CSVs have no mapping. Likely a placeholder for a missing or archived code.,,
121,V_4.1.2.2,verbrauch,status,Verbrauch_4_1_0*Verbrauch_4_1_2 / 100*Verbrauch_4_1_2_1 / 100,_S.xlsx,4. Verbrauch,L152,=L124*L150%*L151%,=L124*L150%*L151%,DIFFERENT,DB='verbrauch_4_1_0*verbrauch_4_1_2/100*verbrauch_4_1_2_1/100' vs Excel='l124*l150%*l151%',REAL_DIFF,DB_ops=*/*/ XL_ops=**; investigate
208,V_4.1.2.20,verbrauch,status,Verbrauch_4_1_2_4_0 * Verbrauch_4_1_2_19 / Verbrauch_4_1_2_17,_S.xlsx,4. Verbrauch,L173,,,NO_EXCEL_FORMULA,Excel cell has no formula AND no cached value,,
1099,V_4.1.2.20_ziel,verbrauch,ziel,Verbrauch_4_1_2_4_1_ziel * Verbrauch_4_1_2_19_ziel / Verbrauch_4_1_2_17_ziel,_S.xlsx,4. Verbrauch,M173,=M$155*M172/M170,=M$155*M172/M170,EQUIVALENT,"Same structural shape '*/'; different variable names (DB uses Python-style tokens, Excel uses cell refs)",,
802,V_4_1_2_20_ziel,verbrauch,ziel,Verbrauch_4_1_2_4_1_ziel * Verbrauch_4_1_2_19_ziel / Verbrauch_4_1_2_17_ziel,,,,,,NO_EXCEL_CELL_DOCUMENTED,CHAINED_OOS — verbrauch/gebäudewärme CSVs have no mapping. Likely a placeholder for a missing or archived code.,,
1100,V_4.1.2.2_ziel,verbrauch,ziel,Verbrauch_4_1_2_1_ziel / 100 * Verbrauch_4_1_2_ziel / 100 * Verbrauch_4_1_0_ziel,_S.xlsx,4. Verbrauch,M152,=M124*M150%*M151%,=M124*M150%*M151%,DIFFERENT,DB='verbrauch_4_1_2_1_ziel/100*verbrauch_4_1_2_ziel/100*verbrauch_4_1_0_ziel' vs Excel='m124*m150%*m151%',REAL_DIFF,DB_ops=/*/* XL_ops=**; investigate
801,V_4_1_2_2_ziel,verbrauch,ziel,Verbrauch_4_1_2_1_ziel / 100 * Verbrauch_4_1_2_ziel / 100 * Verbrauch_4_1_ziel,,,,,,NO_EXCEL_CELL_DOCUMENTED,CHAINED_OOS — verbrauch/gebäudewärme CSVs have no mapping. Likely a placeholder for a missing or archived code.,,
195,V_4.1.2.3,verbrauch,status,Verbrauch_4_1_2_6 * Verbrauch_4_1_2_7 / 100 + Verbrauch_4_1_2_11 * Verbrauch_4_1_2_12 / 100,_S.xlsx,4. Verbrauch,L128,=L132*L133%+L138*L139%,=L132*L133%+L138*L139%,DIFFERENT,DB='verbrauch_4_1_2_6*verbrauch_4_1_2_7/100+verbrauch_4_1_2_11*verbrauch_4_1_2_12/10' vs Excel='l132*l133%+l138*l139%',REAL_DIFF,DB_ops=*/+*/ XL_ops=*+*; investigate
1101,V_4.1.2.3_ziel,verbrauch,ziel,Verbrauch_4_1_2_6_ziel * Verbrauch_4_1_2_7_ziel / 100 + Verbrauch_4_1_2_11_ziel * Verbrauch_4_1_2_12_ziel / 100 + Verbrauch_4_1_2_16_ziel * Verbrauch_4_1_2_17_ziel / 100,_S.xlsx,4. Verbrauch,M128,=M132*M133%+M138*M139%+M144*M145%,=M132*M133%+M138*M139%+M144*M145%,DIFFERENT,DB='verbrauch_4_1_2_6_ziel*verbrauch_4_1_2_7_ziel/100+verbrauch_4_1_2_11_ziel*verbra' vs Excel='m132*m133%+m138*m139%+m144*m145%',REAL_DIFF,DB_ops=*/+*/+*/ XL_ops=*+*+*; investigate
803,V_4_1_2_3_ziel,verbrauch,ziel,Verbrauch_4_1_2_6_ziel * Verbrauch_4_1_2_7_ziel / 100 + Verbrauch_4_1_2_11_ziel * Verbrauch_4_1_2_12_ziel / 100 + Verbrauch_4_1_2_16_ziel * Verbrauch_4_1_2_17_ziel / 100,,,,,,NO_EXCEL_CELL_DOCUMENTED,CHAINED_OOS — verbrauch/gebäudewärme CSVs have no mapping. Likely a placeholder for a missing or archived code.,,
196,V_4.1.2.4.0,verbrauch,status,Verbrauch_4_1_2_2 * Verbrauch_4_1_2_3 / 100,_S.xlsx,4. Verbrauch,L154,=L152*L153%,=L152*L153%,DIFFERENT,DB='verbrauch_4_1_2_2*verbrauch_4_1_2_3/100' vs Excel='l152*l153%',REAL_DIFF,DB_ops=*/ XL_ops=*; investigate
1102,V_4.1.2.4.0_ziel,verbrauch,ziel,Verbrauch_4_1_2_2_status * 0,_S.xlsx,4. Verbrauch,M154,,,NO_EXCEL_FORMULA,Excel cell has no formula AND no cached value,,
197,V_4.1.2.4.1,verbrauch,status,Verbrauch_4_1_2_4_0*0,_S.xlsx,4. Verbrauch,L154,=L152*L153%,=L152*L153%,EQUIVALENT,"Same structural shape '*'; different variable names (DB uses Python-style tokens, Excel uses cell refs)",,
1103,V_4.1.2.4.1_ziel,verbrauch,ziel,Verbrauch_4_1_2_4_0_status * Verbrauch_4_1_2_2_ziel / Verbrauch_4_1_2_2_status,_S.xlsx,4. Verbrauch,M154,,,NO_EXCEL_FORMULA,Excel cell has no formula AND no cached value,,
805,V_4_1_2_4_1_ziel,verbrauch,ziel,Verbrauch_4_1_2_4_0_status * Verbrauch_4_1_2_2_ziel / Verbrauch_4_1_2_2_status,,,,,,NO_EXCEL_CELL_DOCUMENTED,CHAINED_OOS — verbrauch/gebäudewärme CSVs have no mapping. Likely a placeholder for a missing or archived code.,,
198,V_4.1.2.8,verbrauch,status,Verbrauch_4_1_2_6 * Verbrauch_4_1_2_7 / 100,_S.xlsx,4. Verbrauch,L159,=L157*L158%,=L157*L158%,DIFFERENT,DB='verbrauch_4_1_2_6*verbrauch_4_1_2_7/100' vs Excel='l157*l158%',REAL_DIFF,DB_ops=*/ XL_ops=*; investigate
1104,V_4.1.2.8_ziel,verbrauch,ziel,Verbrauch_4_1_2_6_ziel * Verbrauch_4_1_2_7_ziel / 100,_S.xlsx,4. Verbrauch,M159,=M157*M158%,=M157*M158%,DIFFERENT,DB='verbrauch_4_1_2_6_ziel*verbrauch_4_1_2_7_ziel/100' vs Excel='m157*m158%',REAL_DIFF,DB_ops=*/ XL_ops=*; investigate
806,V_4_1_2_8_ziel,verbrauch,ziel,Verbrauch_4_1_2_6_ziel * Verbrauch_4_1_2_7_ziel / 100,,,,,,NO_EXCEL_CELL_DOCUMENTED,CHAINED_OOS — verbrauch/gebäudewärme CSVs have no mapping. Likely a placeholder for a missing or archived code.,,
199,V_4.1.2.9,verbrauch,status,Verbrauch_4_1_2_8 / Verbrauch_4_1_2_3 * 100,_S.xlsx,4. Verbrauch,L160,=L159/L153%,=L159/L153%,EQUIVALENT,PCT_SHORTHAND: Excel '%' shorthand vs explicit '/100' in DB (equivalent),PCT_SHORTHAND,Excel '%' shorthand vs explicit '/100' in DB (equivalent)
1105,V_4.1.2.9_ziel,verbrauch,ziel,Verbrauch_4_1_2_8_zeil / Verbrauch_4_1_2_3_zeil * 100,_S.xlsx,4. Verbrauch,M160,=M159/M153%,=M159/M153%,EQUIVALENT,PCT_SHORTHAND: Excel '%' shorthand vs explicit '/100' in DB (equivalent),PCT_SHORTHAND,Excel '%' shorthand vs explicit '/100' in DB (equivalent)
1106,V_4.1.2_ziel,verbrauch,ziel,100 - Verbrauch_4_1_1_ziel,_S.xlsx,4. Verbrauch,M150,=100-M125,=100-M125,EQUIVALENT,"Same structural shape '-'; different variable names (DB uses Python-style tokens, Excel uses cell refs)",,
792,V_4_1_2_ziel,verbrauch,ziel,100 - Verbrauch_4_1_1_ziel,,,,,,NO_EXCEL_CELL_DOCUMENTED,CHAINED_OOS — verbrauch/gebäudewärme CSVs have no mapping. Likely a placeholder for a missing or archived code.,,
1107,V_4.1_ziel,verbrauch,ziel,Verbrauch_4_1_1_ziel + Verbrauch_4_1_2_ziel,_S.xlsx,4. Verbrauch,M123,,,NO_EXCEL_FORMULA,Excel cell has no formula AND no cached value,,
776,V_4_1_ziel,verbrauch,ziel,Verbrauch_4_1_1_ziel + Verbrauch_4_1_2_ziel,,,,,,NO_EXCEL_CELL_DOCUMENTED,CHAINED_OOS — verbrauch/gebäudewärme CSVs have no mapping. Likely a placeholder for a missing or archived code.,,
122,V_5.2,verbrauch,status,Verbrauch_5_0 * Verbrauch_5_1 / 100,_S.xlsx,4. Verbrauch,L178,=L176*L177%,=L176*L177%,DIFFERENT,DB='verbrauch_5_0*verbrauch_5_1/100' vs Excel='l176*l177%',REAL_DIFF,DB_ops=*/ XL_ops=*; investigate
123,V_5.2.2,verbrauch,status,Verbrauch_5_2 * Verbrauch_5_2_1 / 100,_S.xlsx,4. Verbrauch,L180,=L178*L179%,=L178*L179%,DIFFERENT,DB='verbrauch_5_2*verbrauch_5_2_1/100' vs Excel='l178*l179%',REAL_DIFF,DB_ops=*/ XL_ops=*; investigate
1109,V_5.2.2_ziel,verbrauch,ziel,Verbrauch_5_2_ziel * Verbrauch_5_2_1_ziel / 100,_S.xlsx,4. Verbrauch,M180,=M178*M179%,=M178*M179%,DIFFERENT,DB='verbrauch_5_2_ziel*verbrauch_5_2_1_ziel/100' vs Excel='m178*m179%',REAL_DIFF,DB_ops=*/ XL_ops=*; investigate
809,V_5_2_2_ziel,verbrauch,ziel,Verbrauch_5_2_ziel * Verbrauch_5_2_1_ziel / 100,,,,,,NO_EXCEL_CELL_DOCUMENTED,CHAINED_OOS — verbrauch/gebäudewärme CSVs have no mapping. Likely a placeholder for a missing or archived code.,,
1108,V_5.2_ziel,verbrauch,ziel,Verbrauch_5_0_ziel * Verbrauch_5_1_ziel / 100,_S.xlsx,4. Verbrauch,M178,=M176*M177%,=M176*M177%,DIFFERENT,DB='verbrauch_5_0_ziel*verbrauch_5_1_ziel/100' vs Excel='m176*m177%',REAL_DIFF,DB_ops=*/ XL_ops=*; investigate
808,V_5_2_ziel,verbrauch,ziel,Verbrauch_5_0_ziel * Verbrauch_5_1_ziel / 100,,,,,,NO_EXCEL_CELL_DOCUMENTED,CHAINED_OOS — verbrauch/gebäudewärme CSVs have no mapping. Likely a placeholder for a missing or archived code.,,
124,V_6.0,verbrauch,status,Verbrauch_6_1 + Verbrauch_6_2,_S.xlsx,4. Verbrauch,L182,=L183+L187,=L183+L187,EQUIVALENT,"Same structural shape '+'; different variable names (DB uses Python-style tokens, Excel uses cell refs)",,
1110,V_6.0_ziel,verbrauch,ziel,Verbrauch_6_1_ziel + Verbrauch_6_2_ziel,_S.xlsx,4. Verbrauch,M182,=M183+M187,=M183+M187,EQUIVALENT,"Same structural shape '+'; different variable names (DB uses Python-style tokens, Excel uses cell refs)",,
209,V_6.1,verbrauch,status,Verbrauch_4_1_1_15 + Verbrauch_4_1_2_15 + Verbrauch_5_2_2,_S.xlsx,4. Verbrauch,L183,=L142+L167+L180,=L142+L167+L180,EQUIVALENT,"Same structural shape '++'; different variable names (DB uses Python-style tokens, Excel uses cell refs)",,
210,V_6.1.1,verbrauch,status,Verbrauch_4_1_1_20 + Verbrauch_4_1_2_20,_S.xlsx,4. Verbrauch,L184,,0,EXCEL_LITERAL,Excel cell is a literal 0; DB computes it,,
1112,V_6.1.1_ziel,verbrauch,ziel,Verbrauch_4_1_1_20_ziel + Verbrauch_4_1_2_20_ziel,_S.xlsx,4. Verbrauch,M184,=M148+M173,=M148+M173,EQUIVALENT,"Same structural shape '+'; different variable names (DB uses Python-style tokens, Excel uses cell refs)",,
812,V_6_1_1_ziel,verbrauch,ziel,Verbrauch_4_1_1_20_ziel + Verbrauch_4_1_2_20_ziel,,,,,,NO_EXCEL_CELL_DOCUMENTED,CHAINED_OOS — verbrauch/gebäudewärme CSVs have no mapping. Likely a placeholder for a missing or archived code.,,
211,V_6.1.2,verbrauch,status,Verbrauch_4_1_1_15 + Verbrauch_4_1_2_15,_S.xlsx,4. Verbrauch,L185,=L142+L167,=L142+L167,EQUIVALENT,"Same structural shape '+'; different variable names (DB uses Python-style tokens, Excel uses cell refs)",,
1113,V_6.1.2_ziel,verbrauch,ziel,Verbrauch_4_1_1_15_ziel + Verbrauch_4_1_2_15_ziel,_S.xlsx,4. Verbrauch,M185,=M142+M167,=M142+M167,EQUIVALENT,"Same structural shape '+'; different variable names (DB uses Python-style tokens, Excel uses cell refs)",,
813,V_6_1_2_ziel,verbrauch,ziel,Verbrauch_4_1_1_15_ziel + Verbrauch_4_1_2_15_ziel,,,,,,NO_EXCEL_CELL_DOCUMENTED,CHAINED_OOS — verbrauch/gebäudewärme CSVs have no mapping. Likely a placeholder for a missing or archived code.,,
212,V_6.1.3,verbrauch,status,Verbrauch_5_2_2,_S.xlsx,4. Verbrauch,L186,=L180,=L180,EQUIVALENT,"Both are single-variable references (DB uses code name, Excel uses cell ref)",,
1114,V_6.1.3_ziel,verbrauch,ziel,Verbrauch_5_2_2_ziel,_S.xlsx,4. Verbrauch,M186,=M180,=M180,EQUIVALENT,"Both are single-variable references (DB uses code name, Excel uses cell ref)",,
814,V_6_1_3_ziel,verbrauch,ziel,Verbrauch_5_2_2_ziel,,,,,,NO_EXCEL_CELL_DOCUMENTED,CHAINED_OOS — verbrauch/gebäudewärme CSVs have no mapping. Likely a placeholder for a missing or archived code.,,
1111,V_6.1_ziel,verbrauch,ziel,Verbrauch_6_1_1_ziel + Verbrauch_6_1_2_ziel + Verbrauch_6_1_3_ziel,_S.xlsx,4. Verbrauch,M183,=SUM(M184:M186),=SUM(M184:M186),DIFFERENT,DB='verbrauch_6_1_1_ziel+verbrauch_6_1_2_ziel+verbrauch_6_1_3_ziel' vs Excel='sum(m184:m186)',REAL_DIFF,DB_ops=++ XL_ops=; investigate
213,V_6.2,verbrauch,status,Verbrauch_4_1_1_10 + Verbrauch_4_1_2_10,_S.xlsx,3. Bedarfsniveau,L16,=AF16,=AF16,DIFFERENT,DB='verbrauch_4_1_1_10+verbrauch_4_1_2_10' vs Excel='af16',REAL_DIFF,DB_ops=+ XL_ops=; investigate
1115,V_6.2_ziel,verbrauch,ziel,Verbrauch_4_1_1_10_ziel + Verbrauch_4_1_2_10_ziel,_S.xlsx,3. Bedarfsniveau,M16,=L16*M$10/L$10,=L16*M$10/L$10,DIFFERENT,DB='verbrauch_4_1_1_10_ziel+verbrauch_4_1_2_10_ziel' vs Excel='l16*m10/l10',REAL_DIFF,DB_ops=+ XL_ops=*/; investigate
127,V_7,verbrauch,status,Verbrauch_6_2 + Verbrauch_3_6_0 + Verbrauch_2_9_0 + Verbrauch_1_4,_S.xlsx,4. Verbrauch,L189,=L42+L87+L118+L187,=L42+L87+L118+L187,EQUIVALENT,"Same structural shape '+++'; different variable names (DB uses Python-style tokens, Excel uses cell refs)",,
816,V_7_ziel,verbrauch,ziel,Verbrauch_6_2_ziel + Verbrauch_3_6_0_ziel + Verbrauch_2_9_0_ziel + Verbrauch_1_4_ziel,_S.xlsx,4. Verbrauch,M189,=M42+M87+M118+M187,=M42+M87+M118+M187,EQUIVALENT,"Same structural shape '+++'; different variable names (DB uses Python-style tokens, Excel uses cell refs)",,
